PHD2 version 2.4.0, Log version 2.5. Log enabled at 2014-11-29 22:08:26

Guiding Begins at 2014-11-29 22:08:42
Dither = both axes, Dither scale = 1.000, Image noise reduction = none, Guide-frame time lapse = 0, Server enabled
Pixel scale = 7.73 arc-sec/px, Focal length = 100 mm
Search region = 15 px, Star mass tolerance = 50.0%
Equipment Profile = q5_100
Camera = Simulator, gain = 95, full size = 752 x 580, no dark, no defect map, pixel size = 3.8 um
Exposure = 1000 ms
Mount = EQMOD ASCOM Simulator,  connected, guiding enabled, xAngle = -3.5, xRate = 0.0006, yAngle = 265.2, yRate = 0.0008, Dec = 90.0 deg, Pier side = West
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.170
Y guide algorithm = Resist Switch, Minimum move = 0.170
Calibration step = phdlab_placeholder, Max RA duration = 2000, Max DEC duration = 2000, DEC guide mode = Auto
Lock position = 428.883, 179.151, Star position = 428.883, 179.151
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
907,4967.814,"Mount",14.115,-51.311,-17.254,50.712,-11.684,50.712,2000,E,2000,S,,,75809,10.76,0
908,4973.415,"Mount",14.172,-51.621,-17.330,51.019,-11.736,51.019,2000,E,2000,S,,,80599,10.05,0
909,4979.015,"Mount",14.128,-51.400,-17.273,50.800,-11.704,50.800,2000,E,2000,S,,,79385,9.61,0
910,4984.647,"Mount",14.002,-51.588,-17.158,50.993,-11.629,50.993,2000,E,2000,S,,,86751,8.94,0
911,4990.247,"Mount",14.180,-51.757,-17.346,51.155,-11.742,51.155,2000,E,2000,S,,,79301,10.37,0
912,4995.847,"Mount",14.113,-51.558,-17.268,50.959,-11.701,50.959,2000,E,2000,S,,,73763,11.13,0
913,5001.448,"Mount",14.095,-51.571,-17.250,50.972,-11.687,50.972,2000,E,2000,S,,,84846,10.02,0
914,5007.048,"Mount",14.202,-52.009,-17.384,51.405,-11.770,51.405,2000,E,2000,S,,,72217,11.51,0
915,5012.664,"Mount",14.064,-51.948,-17.243,51.350,-11.687,51.350,2000,E,2000,S,,,70237,12.34,0
916,5018.265,"Mount",14.109,-51.915,-17.285,51.316,-11.708,51.316,2000,E,2000,S,,,74772,12.01,0
917,5023.865,"Mount",14.135,-51.973,-17.315,51.372,-11.728,51.372,2000,E,2000,S,,,70424,12.82,0
918,5029.481,"Mount",14.232,-51.930,-17.409,51.325,-11.789,51.325,2000,E,2000,S,,,69537,12.81,0
919,5035.066,"Mount",14.090,-51.954,-17.269,51.356,-11.705,51.356,2000,E,2000,S,,,62437,11.61,0
920,5040.666,"Mount",14.064,-52.101,-17.252,51.503,-11.688,51.503,2000,E,2000,S,,,78001,11.78,0
921,5046.267,"Mount",14.043,-52.236,-17.239,51.639,-11.679,51.639,2000,E,2000,S,,,64580,10.84,0
922,5051.867,"Mount",14.139,-52.260,-17.337,51.659,-11.740,51.659,2000,E,2000,S,,,72126,8.87,0
923,5057.483,"Mount",13.947,-52.131,-17.137,51.538,-11.618,51.538,2000,E,2000,S,,,85089,8.44,0
924,5063.084,"Mount",13.806,-52.396,-17.013,51.808,-11.531,51.808,2000,E,2000,S,,,72758,9.36,0
925,5068.668,"Mount",13.969,-52.513,-17.183,51.919,-11.632,51.919,2000,E,2000,S,,,73871,10.42,0
926,5074.269,"Mount",14.056,-52.658,-17.278,52.060,-11.700,52.060,2000,E,2000,S,,,70008,10.35,0
927,5079.869,"Mount",14.140,-52.474,-17.351,51.872,-11.750,51.872,2000,E,2000,S,,,82756,9.58,0
928,5085.454,"Mount",14.184,-52.632,-17.405,52.029,-11.788,52.029,2000,E,2000,S,,,69139,10.66,0
929,5091.039,"Mount",14.129,-52.885,-17.365,52.284,-11.765,52.284,2000,E,2000,S,,,65810,12.27,0
930,5096.639,"Mount",14.159,-52.737,-17.386,52.135,-11.777,52.135,2000,E,2000,S,,,76316,10.53,0
931,5102.224,"Mount",14.247,-52.819,-17.479,52.213,-11.836,52.213,2000,E,2000,S,,,63882,11.77,0
932,5107.856,"Mount",14.254,-52.862,-17.489,52.257,-11.847,52.257,2000,E,2000,S,,,72179,12.13,0
933,5113.456,"Mount",14.298,-52.937,-17.537,52.329,-11.878,52.329,2000,E,2000,S,,,76411,11.98,0
934,5119.057,"Mount",14.424,-52.998,-17.667,52.386,-11.961,52.386,2000,E,2000,S,,,78813,10.02,0
935,5124.673,"Mount",14.495,-52.813,-17.726,52.197,-12.005,52.197,2000,E,2000,S,,,68166,10.25,0
936,5130.273,"Mount",14.725,-52.912,-17.962,52.287,-12.157,52.287,2000,E,2000,S,,,80692,10.03,0
937,5135.873,"Mount",14.833,-52.995,-18.075,52.366,-12.238,52.366,2000,E,2000,S,,,76676,10.25,0
938,5141.489,"Mount",14.916,-53.011,-18.159,52.379,-12.297,52.379,2000,E,2000,S,,,68750,10.77,0
939,5147.074,"Mount",14.933,-52.971,-18.173,52.338,-12.310,52.338,2000,E,2000,S,,,75098,10.36,0
940,5152.675,"Mount",15.006,-53.215,-18.261,52.579,-12.366,52.579,2000,E,2000,S,,,73320,9.57,0
941,5158.275,"Mount",14.538,-53.083,-17.786,52.466,-12.071,52.466,2000,E,2000,S,,,89600,7.98,0
942,5163.860,"Mount",14.996,-53.267,-18.254,52.632,-12.345,52.632,2000,E,2000,S,,,87936,9.42,0
943,5169.460,"Mount",14.919,-53.182,-18.172,52.550,-12.313,52.550,2000,E,2000,S,,,86556,8.73,0
944,5175.107,"Mount",14.793,-53.360,-18.057,52.732,-12.238,52.732,2000,E,2000,S,,,75110,9.09,0
945,5180.708,"Mount",14.828,-53.538,-18.103,52.909,-12.262,52.909,2000,E,2000,S,,,83771,9.03,0
946,5186.308,"Mount",14.614,-53.803,-17.906,53.182,-12.139,53.182,2000,E,2000,S,,,96105,8.37,0
947,5191.909,"Mount",14.819,-53.699,-18.104,53.070,-12.255,53.070,2000,E,2000,S,,,71674,9.55,0
948,5197.509,"Mount",14.981,-53.768,-18.270,53.132,-12.368,53.132,2000,E,2000,S,,,90931,7.95,0
949,5203.109,"Mount",14.718,-54.139,-18.030,53.514,-12.225,53.514,2000,E,2000,S,,,81735,9.61,0
950,5208.710,"Mount",14.738,-53.949,-18.039,53.323,-12.220,53.323,2000,E,2000,S,,,82397,9.67,0
951,5214.326,"Mount",14.835,-53.881,-18.131,53.251,-12.278,53.251,2000,E,2000,S,,,67207,10.18,0
952,5219.926,"Mount",14.679,-53.994,-17.982,53.370,-12.188,53.370,2000,E,2000,S,,,80615,9.69,0
953,5225.527,"Mount",14.708,-53.913,-18.007,53.288,-12.197,53.288,2000,E,2000,S,,,83427,9.77,0
954,5231.127,"Mount",14.806,-54.331,-18.130,53.702,-12.276,53.702,2000,E,2000,S,,,85179,9.29,0
955,5236.743,"Mount",15.080,-53.723,-18.366,53.083,-12.430,53.083,2000,E,2000,S,,,81931,8.89,0
956,5242.344,"Mount",14.849,-53.992,-18.153,53.362,-12.306,53.362,2000,E,2000,S,,,83371,8.54,0
957,5247.944,"Mount",15.010,-54.244,-18.329,53.607,-12.409,53.607,2000,E,2000,S,,,82134,9.84,0
958,5253.544,"Mount",15.143,-54.129,-18.454,53.487,-12.495,53.487,2000,E,2000,S,,,99992,7.06,0
959,5259.145,"Mount",14.738,-54.334,-18.062,53.708,-12.254,53.708,2000,E,2000,S,,,85722,8.69,0
960,5264.745,"Mount",14.990,-54.565,-18.329,53.928,-12.405,53.928,2000,E,2000,S,,,95881,8.18,0
961,5270.346,"Mount",15.134,-54.851,-18.490,54.209,-12.517,54.209,2000,E,2000,S,,,96951,6.76,0
962,5275.946,"Mount",14.851,-54.705,-18.199,54.073,-12.341,54.073,2000,E,2000,S,,,81975,7.84,0
963,5281.546,"Mount",14.903,-54.867,-18.260,54.234,-12.368,54.234,2000,E,2000,S,,,94367,7.92,0
964,5287.147,"Mount",14.493,-54.804,-17.847,54.187,-12.110,54.187,2000,E,2000,S,,,78156,9.46,0
965,5292.747,"Mount",14.881,-54.789,-18.234,54.156,-12.335,54.156,2000,E,2000,S,,,65514,10.89,0
966,5298.363,"Mount",14.638,-54.787,-17.990,54.165,-12.197,54.165,2000,E,2000,S,,,92666,9.18,0
967,5303.979,"Mount",14.681,-54.739,-18.031,54.115,-12.213,54.115,2000,E,2000,S,,,76392,10.54,0
968,5309.580,"Mount",14.916,-55.009,-18.282,54.375,-12.372,54.375,2000,E,2000,S,,,73096,9.15,0
969,5315.164,"Mount",14.615,-55.109,-17.988,54.487,-12.198,54.487,2000,E,2000,S,,,84254,8.69,0
970,5320.765,"Mount",14.861,-55.070,-18.231,54.439,-12.339,54.439,2000,E,2000,S,,,76460,9.97,0
971,5326.334,"Mount",14.715,-55.133,-18.089,54.507,-12.260,54.507,2000,E,2000,S,,,85673,8.63,0
972,5331.934,"Mount",14.875,-55.264,-18.257,54.631,-12.360,54.631,2000,E,2000,S,,,84942,8.50,0
973,5337.535,"Mount",15.074,-55.105,-18.446,54.465,-12.486,54.465,2000,E,2000,S,,,79463,9.91,0
974,5343.135,"Mount",15.118,-55.355,-18.505,54.713,-12.532,54.713,2000,E,2000,S,,,72490,10.49,0
975,5348.736,"Mount",15.142,-55.481,-18.536,54.838,-12.555,54.838,2000,E,2000,S,,,93461,9.14,0
976,5354.336,"Mount",15.117,-55.288,-18.500,54.646,-12.534,54.646,2000,E,2000,S,,,69513,10.56,0
977,5359.937,"Mount",15.213,-55.374,-18.601,54.728,-12.596,54.728,2000,E,2000,S,,,76223,9.85,0
978,5365.537,"Mount",15.293,-55.803,-18.707,55.154,-12.667,55.154,2000,E,2000,S,,,87495,9.13,0
979,5371.137,"Mount",15.293,-55.493,-18.688,54.844,-12.660,54.844,2000,E,2000,S,,,81389,8.99,0
980,5376.738,"Mount",15.161,-55.544,-18.559,54.900,-12.578,54.900,2000,E,2000,S,,,91636,7.84,0
981,5382.338,"Mount",15.643,-55.778,-19.055,55.115,-12.885,55.115,2000,E,2000,S,,,96900,8.00,0
982,5387.939,"Mount",15.152,-55.623,-18.555,54.979,-12.592,54.979,2000,E,2000,S,,,93496,7.80,0
983,5393.539,"Mount",15.696,-55.741,-19.105,55.076,-12.918,55.076,2000,E,2000,S,,,100891,8.03,0
984,5399.139,"Mount",15.648,-55.761,-19.059,55.097,-12.911,55.097,2000,E,2000,S,,,74076,9.41,0
985,5404.740,"Mount",15.533,-55.856,-18.950,55.197,-12.842,55.197,2000,E,2000,S,,,76694,9.78,0
986,5410.325,"Mount",15.585,-55.945,-19.007,55.284,-12.874,55.284,2000,E,2000,S,,,72878,9.75,0
987,5415.909,"Mount",15.450,-55.878,-18.868,55.222,-12.788,55.222,2000,E,2000,S,,,70466,10.13,0
988,5421.494,"Mount",15.514,-55.910,-18.934,55.252,-12.824,55.252,2000,E,2000,S,,,73608,10.70,0
989,5427.095,"Mount",15.473,-55.981,-18.898,55.324,-12.803,55.324,2000,E,2000,S,,,68651,9.77,0
990,5432.695,"Mount",15.608,-56.231,-19.047,55.569,-12.896,55.569,2000,E,2000,S,,,81138,9.86,0
991,5438.295,"Mount",15.405,-56.171,-18.842,55.517,-12.773,55.517,2000,E,2000,S,,,84557,9.46,0
992,5443.896,"Mount",15.115,-56.183,-18.553,55.541,-12.582,55.541,2000,E,2000,S,,,87898,8.20,0
993,5449.496,"Mount",15.327,-56.378,-18.776,55.727,-12.710,55.727,2000,E,2000,S,,,70613,10.07,0
994,5455.097,"Mount",15.119,-56.504,-18.577,55.861,-12.593,55.861,2000,E,2000,S,,,78668,9.59,0
995,5460.697,"Mount",15.435,-56.572,-18.896,55.916,-12.786,55.916,2000,E,2000,S,,,84073,8.60,0
996,5466.298,"Mount",15.403,-56.683,-18.871,56.029,-12.784,56.029,2000,E,2000,S,,,88031,8.39,0
997,5471.898,"Mount",15.233,-56.481,-18.689,55.833,-12.669,55.833,2000,E,2000,S,,,75140,9.22,0
998,5477.545,"Mount",15.337,-56.760,-18.810,56.108,-12.737,56.108,2000,E,2000,S,,,84203,9.04,0
999,5483.146,"Mount",15.221,-56.912,-18.704,56.265,-12.675,56.265,2000,E,2000,S,,,65672,10.67,0
1000,5488.746,"Mount",15.192,-56.952,-18.677,56.306,-12.654,56.306,2000,E,2000,S,,,71015,10.73,0
1001,5494.346,"Mount",15.318,-56.885,-18.799,56.233,-12.729,56.233,2000,E,2000,S,,,80954,10.19,0
1002,5499.947,"Mount",15.305,-57.018,-18.794,56.367,-12.732,56.367,2000,E,2000,S,,,68188,11.32,0
1003,5505.563,"Mount",15.226,-57.028,-18.716,56.381,-12.682,56.381,2000,E,2000,S,,,71245,11.36,0
1004,5511.163,"Mount",15.285,-57.033,-18.775,56.383,-12.716,56.383,2000,E,2000,S,,,74447,11.52,0
1005,5516.748,"Mount",15.180,-57.103,-18.675,56.457,-12.655,56.457,2000,E,2000,S,,,76978,11.58,0
1006,5522.348,"Mount",15.566,-57.292,-19.071,56.631,-12.901,56.631,2000,E,2000,S,,,72741,9.60,0
1007,5527.964,"Mount",15.787,-57.115,-19.281,56.445,-13.050,56.445,2000,E,2000,S,,,75331,8.76,0
1008,5533.565,"Mount",15.286,-57.506,-18.805,56.855,-12.761,56.855,2000,E,2000,S,,,72467,9.37,0
1009,5539.181,"Mount",15.386,-57.482,-18.904,56.827,-12.803,56.827,2000,E,2000,S,,,97888,8.45,0
1010,5544.781,"Mount",15.551,-57.614,-19.076,56.952,-12.914,56.952,2000,E,2000,S,,,110992,7.11,0
1011,5550.366,"Mount",15.272,-57.688,-18.802,57.037,-12.749,57.037,2000,E,2000,S,,,97557,7.71,0
1012,5555.966,"Mount",15.203,-57.511,-18.723,56.864,-12.688,56.864,2000,E,2000,S,,,97427,7.36,0
1013,5561.567,"Mount",15.275,-57.704,-18.806,57.054,-12.736,57.054,2000,E,2000,S,,,79013,9.07,0
1014,5567.167,"Mount",15.655,-57.746,-19.188,57.081,-12.980,57.081,2000,E,2000,S,,,108365,7.30,0
1015,5572.768,"Mount",15.488,-57.613,-19.013,56.955,-12.887,56.955,2000,E,2000,S,,,86352,8.58,0
1016,5578.368,"Mount",15.667,-57.603,-19.192,56.937,-12.993,56.937,2000,E,2000,S,,,97538,7.34,0
1017,5583.984,"Mount",15.841,-57.822,-19.379,57.150,-13.118,57.150,2000,E,2000,S,,,95430,8.44,0
1018,5589.585,"Mount",15.791,-57.923,-19.335,57.253,-13.099,57.253,2000,E,2000,S,,,71070,10.76,0
1019,5595.185,"Mount",15.971,-57.879,-19.512,57.201,-13.209,57.201,2000,E,2000,S,,,74810,10.30,0
1020,5601.129,"Mount",15.918,-57.978,-19.465,57.303,-13.188,57.303,2000,E,2000,S,,,61177,10.51,0
1021,5606.729,"Mount",16.034,-57.968,-19.580,57.287,-13.259,57.287,2000,E,2000,S,,,66777,11.17,0
1022,5612.314,"Mount",16.188,-58.051,-19.739,57.365,-13.364,57.365,2000,E,2000,S,,,60661,12.84,0
1023,5617.914,"Mount",16.116,-57.989,-19.664,57.306,-13.324,57.306,2000,E,2000,S,,,73218,11.61,0
1024,5623.515,"Mount",16.125,-58.034,-19.675,57.350,-13.328,57.350,2000,E,2000,S,,,79520,11.01,0
1025,5629.115,"Mount",16.452,-58.076,-20.004,57.379,-13.535,57.379,2000,E,2000,S,,,66937,10.37,0
Guiding Ends at 2014-11-29 23:52:13
1026,5634.653,"Mount",16.334,-58.220,-19.895,57.528,-13.482,57.528,2000,E,0,,,,68643,10.59,0

Guiding Begins at 2014-11-29 23:52:21
Dither = both axes, Dither scale = 1.000, Image noise reduction = none, Guide-frame time lapse = 0, Server enabled
Pixel scale = 7.73 arc-sec/px, Focal length = 100 mm
Search region = 15 px, Star mass tolerance = 50.0%
Equipment Profile = q5_100
Camera = Simulator, gain = 95, full size = 752 x 580, no dark, no defect map, pixel size = 3.8 um
Exposure = 1000 ms
Mount = EQMOD ASCOM Simulator,  connected, guiding enabled, xAngle = 176.5, xRate = 0.0000, yAngle = 265.2, yRate = 0.0008, Dec = 86.6 deg, Pier side = East
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.170
Y guide algorithm = Resist Switch, Minimum move = 0.170
Calibration step = phdlab_placeholder, Max RA duration = 2000, Max DEC duration = 2000, DEC guide mode = Auto
Lock position = 419.143, 221.408, Star position = 419.143, 221.408
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
1,3.136,"Mount",0.652,-0.136,-0.659,0.110,-0.415,0.000,2000,E,0,,,,87634,6.85,0
2,6.240,"Mount",0.736,-0.057,-0.738,0.028,-0.494,0.000,2000,E,0,,,,108518,6.47,0
3,9.344,"Mount",0.710,-0.171,-0.719,0.142,-0.488,0.000,2000,E,0,,,,81707,6.46,0
4,12.449,"Mount",0.500,-0.266,-0.515,0.246,-0.359,0.000,2000,E,0,,,,80756,6.50,0
5,15.553,"Mount",0.207,-0.304,-0.225,0.295,-0.167,0.000,2000,E,0,,,,105839,5.91,0
6,19.141,"Mount",0.922,-0.351,-0.942,0.315,-0.605,0.315,2000,E,392,S,,,87952,6.96,0
7,22.246,"Mount",0.397,-0.053,-0.400,0.037,-0.294,0.000,2000,E,0,,,,110435,5.68,0
8,25.381,"Mount",-0.320,0.167,0.329,-0.155,0.187,0.000,2000,W,0,,,,88479,6.80,0

Log closed at 2014-11-29 23:52:48
